time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
2,0,8,1,-0.17739,-1.2448,0.26653,-1.8472,-0.65027,-0.20786,0.85652,-1.08,2.1023,1.298,-0.29621,0.19592
7,1,7,1,-0.49166,-0.15,-0.14752,1.0006,0.92498,0.835,2.1852,0.83961,-0.78329,-0.55528,0.77633,2.2985
1,0,5,1,-0.41676,0.13427,0.09251,-1.737,0.0014582,1.2697,0.54625,0.081774,1.3132,-0.15262,-0.31802,1.4615
24,0,32,1,0.19866,0.25016,-0.84691,1.3026,-0.30315,0.2577,1.2422,0.26949,1.0521,-0.057259,-0.16099,1.1655
2,0,6,1,1.1405,-0.54693,-0.19758,-0.43185,0.77395,-0.1444,0.22058,0.052749,-1.088,0.049282,1.4829,1.1938
1,2,1,2,0.93045,-0.11254,0.55709,-0.17616,0.093667,-0.93728,1.7021,-1.1613,-1.0352,0.30661,0.031036,-0.99319
14,1,14,1,0.11181,-1.9208,0.18163,-0.80437,0.38873,0.13836,0.041145,1.167,-0.97846,-0.090107,-0.14412,-1.0976
15,0,23,1,-0.20474,1.9456,1.094,0.41506,0.26138,-2.4614,-0.0016426,1.7164,-0.73026,0.7866,1.7578,-1.4027
17,0,43,2,-1.4705,-0.092486,-0.675,-0.60088,-1.226,0.48105,0.07311,0.47857,0.075256,0.70377,-0.059524,-1.0391
5,1,5,1,-0.39748,-0.74953,0.7274,-0.24907,1.2361,0.84928,1.6344,-0.99067,1.217,-0.23496,0.26458,1.1907
1,2,1,2,-0.32153,1.79,-0.63707,-0.083374,1.1426,-0.37376,0.30782,0.7606,1.0912,-0.35577,-0.58866,1.9389
67,1,67,1,-1.0366,-0.94241,0.38012,1.355,0.053702,-0.905,-1.1088,-1.3145,0.72509,0.32435,-2.7396,1.0116
14,0,20,1,-1.7871,0.099943,0.41334,-1.196,0.39805,-0.29547,1.1684,-0.54722,0.13931,0.50048,2.4857,0.68404
1,2,1,2,-0.21946,-1.6851,0.40451,-0.71185,0.20743,1.1663,1.09,-0.47022,0.23798,-0.051856,-0.63186,-0.33974
1,2,1,2,-0.096999,0.93297,-0.21119,-0.56101,0.09675,-1.0084,1.668,0.45493,0.75951,0.74363,-0.71025,-0.017369
2,0,3,1,1.1051,0.85023,-0.79458,-0.26792,-1.8977,0.47474,-0.39403,-0.35415,1.1273,-0.49413,-0.58874,-0.091759
152,2,152,2,0.5615,0.58931,1.5491,0.58847,-1.4691,0.33246,-0.63103,-0.92342,1.1306,0.56244,-1.0627,0.69097
17,2,17,2,-1.4248,-1.3071,-0.61007,0.027581,0.082596,-1.5295,0.17272,-1.6957,-1.1937,-0.080615,0.5904,2.0173
60,0,71,1,1.6078,-0.24919,0.66303,-0.17406,0.28969,1.5107,-0.14339,1.4785,0.051545,1.8434,1.8588,0.10509
1,1,1,1,0.26771,1.6174,0.3198,-0.2777,0.098009,0.62406,-0.25093,0.04685,-0.017352,0.72599,1.3093,0.15042
6,0,15,2,0.39721,-0.6065,-1.4093,0.016929,0.33731,0.80011,0.64337,-1.1431,-0.18914,-0.18577,1.2713,-0.41379
23,0,24,1,1.1992,-0.79422,0.28064,0.57995,-0.92918,-0.614,-1.0807,-1.7679,-0.086459,0.51731,-0.62767,-0.27054
37,2,37,2,-0.28901,0.69265,-0.4585,2.2528,0.57998,0.4539,-0.47164,-0.67865,-0.45732,1.3254,-1.9898,-0.53739
0,0,17,1,0.78632,0.86054,0.082644,-0.77851,1.3861,-1.5056,0.59832,0.27577,-0.19749,-0.037616,0.50583,0.64314
3,1,3,1,-0.041376,1.0836,0.19338,0.15631,-0.21851,-2.2199,-0.17863,0.22426,0.33589,0.28699,-0.86807,0.55283
10,2,10,2,-1.2258,-0.30765,0.81487,-0.83014,0.0918,0.52199,-0.25747,0.67619,-0.38137,1.7861,-2.0602,2.2821
30,0,35,1,0.097168,-1.9121,0.51566,-0.97491,-0.42602,-0.85257,-0.31703,0.33116,-0.7615,2.1579,-0.62028,0.18011
2,1,2,1,0.84936,2.0499,0.9448,-0.57349,-0.46806,1.0453,-0.68263,1.1641,-1.8104,-0.14484,1.1552,1.4587
78,1,78,1,0.65487,-0.22749,1.1494,0.62795,1.7881,0.28856,1.4739,-0.10677,0.64583,0.28378,-0.81907,0.031458
0,1,0,1,1.0039,1.6283,1.3942,-1.1577,0.37852,0.12616,-1.0769,0.26234,0.9145,-1.7726,0.95384,1.0462
1,0,12,1,-0.31198,0.0055056,0.23609,0.71471,-0.79888,-1.2022,0.50047,0.035066,-1.7177,-1.0253,0.32433,-0.9198
78,0,134,1,-0.70974,0.35637,-1.5285,-0.11157,0.17031,0.60359,-0.29418,-0.90567,0.36503,1.1221,2.4323,1.1014
1,0,2,2,1.9909,-0.040267,-0.19805,0.15891,0.57965,0.17048,0.83261,0.50426,0.4272,0.47318,0.14917,0.039164
8,0,9,2,0.25261,0.43815,-1.1411,-0.40434,-0.27546,-0.46843,-0.50008,0.21132,-0.89116,-0.75617,0.71762,-0.39761
32,2,32,2,-0.51813,-0.21753,0.67696,-1.4124,-0.4664,0.24172,-0.59247,-0.34467,0.039185,0.8566,0.47015,1.034
5,2,5,2,-0.65407,0.15124,-1.6086,0.31942,-0.1421,-1.1786,-2.3891,-0.26079,0.46269,-1.3688,0.34747,-0.23966
1,1,1,1,0.20033,0.60766,-1.1916,0.92107,0.76389,0.36228,-0.95051,0.36779,-0.58899,-1.5018,1.969,1.1878
12,0,26,1,-0.052825,-0.60884,1.1362,0.4462,1.1437,-0.38537,0.60648,0.8116,0.80667,0.31954,-0.74456,-0.1358
123,2,123,2,0.078619,-1.459,-0.11057,-1.2248,0.65017,-0.83242,-0.72337,1.9747,0.9375,0.7625,-0.65354,-1.4038
0,0,4,1,-1.0338,1.3374,2.5319,-1.1317,-1.0579,-0.11431,-1.8878,0.35661,-0.59493,0.36885,-0.36458,1.4574
106,1,106,1,-0.25352,2.078,0.2637,-1.786,1.2967,-0.67695,1.2469,-1.2781,0.18728,-1.9411,0.27084,2.4943
1,1,1,1,-0.27405,0.24832,-0.53509,-0.11977,-0.64806,-0.16517,1.168,-0.95965,0.88846,0.37505,-0.36979,-0.032841
10,0,24,1,-0.040782,2.122,-1.0633,-0.0658,-1.6492,-0.43724,1.0013,-0.52765,1.4118,-0.36939,-0.13077,0.26771
4,0,5,2,-0.86779,-1.2165,0.21363,-0.51325,0.6757,1.0933,-0.51857,0.83159,0.37333,-0.13913,-0.32766,-0.21708
5,0,10,2,0.29334,-1.8289,0.86682,-1.801,-0.27553,-0.40293,-0.22459,1.3348,0.91918,-0.32366,-0.91255,1.2806
43,1,43,1,1.4435,-0.4817,-2.0728,-0.1219,0.12819,-0.20345,1.2101,0.91315,-0.02132,-0.32514,0.49018,0.039435
5,2,5,2,0.95273,-0.53563,0.5984,-0.11823,0.95367,-0.072641,0.31683,0.12006,-1.3134,2.426,-1.7816,2.3277
1,2,1,2,0.66692,-0.27971,-0.97955,0.54453,0.93936,1.249,0.46504,0.90321,-0.56079,1.2535,0.76701,-0.44647
7,0,8,1,-0.33607,-2.1923,1.0688,0.30261,-2.3912,-1.2908,-1.2138,-0.68842,-0.42979,-0.0081633,0.18464,0.43933
7,0,49,2,-0.057165,-0.12039,0.56725,0.93112,0.66156,1.9185,-0.072865,0.71055,-1.0237,0.2823,0.020788,0.54338
3,2,3,2,1.038,1.1476,-0.58078,-0.71937,0.77565,-1.8377,-0.21183,-0.67036,0.94756,-1.8837,-1.908,0.52638
55,1,55,1,-0.89675,-1.8875,-1.0904,-0.4835,-0.26499,-0.77519,0.20143,-0.21952,0.16083,-0.1839,1.1096,-0.67341
26,2,26,2,-1.2823,-0.14002,0.3645,1.0514,-0.39109,1.0102,-0.76833,-0.83801,-0.73149,2.0422,-0.023293,-1.2356
1,0,1,1,0.7621,0.50574,1.6026,-1.0402,-0.38881,-0.082402,-0.64737,0.24218,1.127,0.11226,1.6688,-0.27804
3,0,3,1,1.4401,0.12225,-2.1752,0.015108,1.0411,1.9234,-0.48064,0.071591,0.81668,-2.6311,-2.4524,0.46668
8,0,9,1,-1.5104,-0.50459,-0.14967,-0.37155,0.06585,-1.6368,-0.90922,-0.6115,0.34748,0.30538,-0.76887,-0.12487
2,0,13,2,0.39111,1.7782,-1.6294,0.29211,-2.008,-1.0628,1.0162,-0.27376,-0.47091,-0.23935,0.25217,-1.2186
0,0,0,2,1.0544,0.20862,-2.0007,1.1799,1.3262,0.46618,-0.78151,0.98623,-0.29337,0.65162,-0.32925,-1.0059
0,0,0,2,-0.37024,0.62641,-0.39082,-1.1527,0.28218,-0.52289,2.3356,1.3052,0.54806,-0.65404,0.55188,-0.79737
9,1,9,1,-1.0382,0.48306,0.35034,-0.89368,-1.1327,0.58727,0.12066,-0.75666,1.0642,0.22626,-0.44116,1.0156
2,1,2,1,-0.86182,1.9303,0.19533,-0.9833,1.6321,0.73495,-2.277,-0.34703,1.3028,1.7859,0.61436,-0.5163
11,2,11,2,0.51323,0.90489,0.11472,-0.85455,-0.61879,-0.13727,1.6753,0.33055,-1.2076,0.63055,0.51689,0.015875
10,0,66,2,0.36106,-1.1072,1.8976,-0.43606,0.59995,-0.68999,1.596,1.6809,1.0025,-0.36297,0.81317,-1.6147
0,0,4,1,-2.1511,-1.0734,-0.89942,0.53916,-0.0075486,0.9589,0.30745,1.0864,-0.17122,-1.0904,0.42789,1.8227
23,1,23,1,-1.249,0.32327,-0.62231,1.2904,-0.25075,-0.31266,0.054779,-0.27434,-0.068584,0.5029,0.11318,-0.40183
9,0,98,2,-0.62131,-1.0555,-0.80532,-0.97723,-1.1641,-1.8839,0.028153,0.61131,0.52778,1.6761,-1.5303,-1.4218
31,2,31,2,0.89244,1.2433,0.49581,-1.3852,0.36381,-1.8365,0.37026,-0.49293,-0.013471,0.80313,-0.16476,-0.81217
10,0,12,2,-0.64753,-2.8934,1.8256,-1.558,-0.91001,0.69664,0.21838,0.88805,1.4476,0.0044442,-0.057719,-0.25528
0,0,5,1,-0.75786,-0.20272,-0.48918,-0.21798,1.4073,0.098367,0.57943,-0.77844,-1.5299,-0.39689,-1.0234,0.76269
1,1,1,1,0.076539,-1.4932,-0.21754,-0.45245,0.56736,1.6448,-0.045498,-0.68283,1.5511,-0.30317,0.73178,0.61806
17,1,17,1,1.5958,0.46955,-0.57056,1.662,1.225,0.34004,-0.46494,-0.97384,-0.62567,0.24419,-2.4063,0.013459
21,0,37,1,2.0044,1.1099,0.37717,0.77051,-0.94163,0.55717,0.56511,-0.34753,-1.6624,1.2096,-1.1707,-1.6328
1,0,3,2,-1.3456,-0.85957,0.33875,0.65711,1.3279,-1.1492,0.76464,0.8565,0.21014,0.29708,-2.0803,-0.6712
2,2,2,2,1.559,1.5194,0.25917,-0.90818,-0.60227,0.7182,-0.01175,-0.2288,-0.45158,-0.08989,-0.07084,0.58377
45,2,45,2,0.82602,1.5026,0.55877,-2.3127,-1.8419,-0.36521,0.33745,-0.039334,0.539,-0.11035,0.43775,-2.7263
54,2,54,2,0.038927,-0.60364,2.4977,-0.68974,0.21369,0.27543,0.91761,-1.6135,1.455,0.55253,1.017,0.02543
2,1,2,1,-2.4535,-0.59698,-0.18669,-0.098344,-0.68435,0.90885,-0.0141,-0.65394,1.38,-1.0036,1.2261,-1.386
2,0,8,2,0.83553,1.5706,0.59788,0.077329,1.0706,-0.74176,1.8859,-0.14648,0.14282,0.75289,-1.4073,0.59185
12,0,16,1,-1.1226,-0.18985,-0.6502,-0.51036,0.78749,0.6781,0.23026,-0.66753,-0.82289,1.179,0.64828,0.22626
30,0,50,1,0.156,0.070755,-1.3176,-0.63054,-0.46014,0.54247,-0.50834,0.54845,1.4525,-0.092359,0.8683,-0.89843
37,1,37,1,-0.18167,1.6806,0.54492,0.362,0.4669,-0.29451,-0.80275,1.1903,1.8753,-0.69154,-0.36755,0.2212
13,0,18,2,1.1855,0.17688,0.31323,0.55596,-0.087878,0.18685,-0.15477,0.46468,-0.11166,-0.21949,0.49896,0.40775
3,0,5,2,-0.047456,-1.6098,-0.27376,-1.0519,-0.49164,-0.085389,-0.66941,-0.45295,0.62546,-0.1434,0.14421,-1.2977
3,0,5,2,-0.96939,0.59599,-0.50741,0.84052,-0.042624,1.4156,0.24207,1.3891,1.5535,-0.40383,1.0966,0.79614
1,0,1,2,0.25005,1.988,-0.80205,-0.57109,0.33117,0.44026,1.6647,-0.6425,-0.14333,1.053,-0.84771,0.23528
0,0,3,1,1.2425,0.15735,-0.16681,0.70231,0.10764,-0.5723,-0.12107,2.2616,-0.48945,1.8676,0.81295,0.27333
12,0,15,1,-1.3503,0.78204,1.6673,0.014905,0.88507,1.1854,-0.17474,-0.021307,-0.0030103,-0.038026,-1.1745,-0.2329
35,1,35,1,-1.2198,0.15018,1.0466,0.66347,0.58328,-0.14004,-0.56727,1.2966,-0.56778,0.26908,0.017121,1.0948
3,1,3,1,0.080417,-0.7407,0.90886,0.0043631,-1.5401,0.42217,0.72182,-0.19569,-0.27701,-0.84603,-1.1274,1.265
4,0,4,2,-1.287,-0.72403,-1.1582,0.048189,0.82761,0.99596,-1.5073,1.1523,0.73128,-1.5983,0.52113,-0.47261
0,0,0,2,2.0685,0.95079,0.12796,-0.097219,-1.2145,0.061269,1.1658,-0.41834,0.02062,0.42885,0.87764,0.62069
13,2,13,2,0.59283,-1.0415,0.26674,0.41235,0.41648,-0.67395,-0.099026,1.0124,-0.74546,0.90129,-1.4364,0.051506
21,2,21,2,-0.31384,0.25498,0.30421,-0.80164,0.43641,-0.93923,-1.3552,0.82386,0.036168,0.81836,1.4719,0.9829
8,0,10,2,1.5851,1.3983,-1.1054,1.1562,-0.66011,-1.6224,-0.14182,-0.18215,0.56163,-0.13364,0.69138,-1.5465
26,0,41,1,1.2922,-0.70613,1.0632,0.03693,0.66795,-0.23312,-1.4995,0.62468,0.67776,0.17646,-0.0055856,1.4524
0,0,0,1,-0.15411,-0.22962,0.68251,0.16407,1.1334,-1.1909,-1.4116,-0.42269,-0.22999,-0.30211,0.36372,-0.65574
4,1,4,1,0.46626,-1.3008,-0.43384,-0.013537,-0.44006,-0.22591,0.99057,-0.23562,1.1558,-0.40378,0.88821,-0.92319
0,0,0,1,-0.31778,1.1977,-0.62789,0.29467,-0.85403,1.8513,-0.074845,0.088873,0.93011,-0.38538,-0.8522,1.8057
17,2,17,2,-0.94394,0.41704,-2.3641,0.52889,-1.0756,-1.2873,1.5305,-1.1403,-1.2121,0.16379,1.5568,0.13057
48,1,48,1,1.1525,-0.22619,0.62523,0.81255,0.68174,-0.59032,-0.42906,-0.37567,-0.41632,-0.00032844,0.14751,-0.25425
53,0,86,2,1.1886,-1.3524,-0.1198,2.0172,0.35521,-0.41036,0.17192,0.74059,0.82165,-1.8209,0.085915,-0.66047
0,1,0,1,0.30861,-0.58229,-0.24234,0.13474,1.0976,0.068157,0.41383,-0.91774,0.72534,-0.4627,1.2776,-0.47196
11,0,14,1,-0.15559,1.627,-0.3343,0.013231,0.96352,1.4212,1.2371,-0.52189,-0.30758,-0.65998,1.516,-0.44277
7,2,7,2,0.46071,-0.0038706,0.66973,-1.3708,-0.53068,1.2442,0.97925,-0.30139,-0.34526,-0.40291,0.032203,-0.74936
24,1,24,1,1.6452,-0.16179,0.80918,-2.3099,2.7219,1.1232,2.1138,0.2068,-1.4226,-0.050832,0.47695,-0.79177
75,2,75,2,2.8728,-0.36575,-0.36883,1.2024,-1.1848,-0.54954,1.3343,-0.86752,-0.90334,0.23576,-0.27141,0.13543
46,0,47,1,-0.11537,1.1057,0.60148,0.85344,0.10186,0.74547,-0.14845,0.96779,-0.43475,-1.042,-0.37189,0.050095
0,0,0,2,-0.10728,0.44836,-0.44021,-0.10989,0.6475,1.1528,1.4691,-0.57682,-0.11016,-1.4421,-0.76223,2.1428
0,2,0,2,-0.66126,0.56374,-0.67189,-0.1506,-0.92843,-0.31376,0.85258,0.73248,-0.49395,0.322,0.74062,-0.30731
53,0,97,2,-1.2923,-2.5783,0.61789,-1.5949,-2.1583,1.6493,-1.6376,0.33636,1.0151,-0.87968,-0.0035524,-0.28509
184,2,184,2,0.26311,0.77005,-1.3102,-1.6082,-0.65323,-0.077665,0.06041,-1.5091,0.45616,0.37972,2.0608,-0.26643
0,1,0,1,-1.7675,-0.012159,-0.63893,0.48182,0.03087,-1.387,1.5549,0.45392,0.8292,-1.8063,1.0245,-0.1516
1,1,1,1,0.42073,-1.6909,-0.93444,1.3008,-1.8934,1.0021,0.66969,-0.92345,0.075072,-0.86922,0.8949,2.3236
36,1,36,1,1.2379,0.41895,-0.21057,1.7853,-1.8649,-0.079761,1.7219,-0.67215,0.94641,0.53595,0.24955,-0.05136
1,0,1,2,-0.25694,-1.4574,0.17997,-0.25182,0.73921,-1.1966,-1.2912,1.9953,-0.58676,-0.04946,0.39131,0.17982
24,0,27,2,-0.96927,-0.36285,-0.95283,-0.33742,-1.2821,-2.2204,-0.30779,-0.082036,-1.6936,0.045784,-1.8044,-0.044032
0,1,0,1,0.66727,-0.41608,-1.163,1.0501,-0.67756,0.9094,0.80367,-0.21181,0.76564,1.2515,1.227,-0.78445
0,0,1,2,-0.65933,-0.89585,-0.418,1.196,0.17715,0.43053,1.6887,-2.3274,0.47751,-1.162,1.0113,-1.015
1,2,1,2,-0.39191,-1.5283,-1.5018,0.54033,0.47535,0.058968,0.50765,0.18429,1.2521,-0.098872,-1.921,0.38305
16,2,16,2,-1.0118,-0.48862,-1.4119,0.79481,0.40058,0.62736,1.1528,0.73031,1.7696,-0.52548,0.17331,-1.0585
5,2,5,2,-0.23285,0.2494,-0.9038,0.046328,-0.61161,0.53952,-0.50559,2.0304,-0.39063,0.9463,-0.65733,2.3386
1,0,5,1,0.017164,-0.75865,-0.48443,-0.90822,0.88107,1.0858,0.64805,1.7148,1.1008,-0.32853,0.26177,1.2655
131,1,131,1,0.63601,1.9635,0.82163,2.0708,0.63972,1.265,-0.34698,-0.96351,-0.23695,-1.0387,-0.68992,-0.40589
8,2,8,2,0.54683,-1.2326,-1.7462,0.57377,-0.31802,0.20804,0.72446,0.63756,-0.77659,-0.61115,-0.090487,-0.85834
4,0,5,1,0.94226,-0.56063,0.54667,-1.2623,0.76074,-0.1716,0.63657,-0.78552,-1.2642,2.0572,0.33996,-0.93224
8,1,8,1,-0.40936,-0.45323,0.035311,-0.05777,-0.13571,-0.35055,1.0045,0.35114,2.997,-0.5361,0.59983,0.89723
15,0,24,2,-1.1476,0.58828,0.79563,1.666,-1.2468,1.3446,-0.28096,-0.33287,-0.22774,2.2491,-0.57537,-1.2106
19,0,27,1,0.46328,1.2125,1.3346,-0.40126,0.89698,0.059395,0.53095,-1.5278,0.68079,-0.24461,-0.1256,-0.84717
7,1,7,1,-0.91472,0.96779,1.054,-0.49755,0.69467,2.9109,0.013814,0.50384,0.81256,1.9028,-0.10688,-0.72912
1,0,1,2,-0.022829,0.019831,-1.4207,0.98339,-0.7154,-0.43996,-0.53224,1.2292,-0.16164,-0.044421,0.28814,0.34783
7,0,22,2,0.67864,-1.4538,-1.6343,0.36586,-1.3879,0.19925,-1.3267,0.93444,0.53802,-0.15828,-1.2104,-1.4673
5,0,5,2,0.54295,-0.17266,-0.13121,1.0347,-0.013441,-0.057331,1.46,0.20637,-0.67255,-1.0026,-0.46964,-0.72376
5,0,31,1,-0.022207,-0.14224,0.28694,0.62595,0.074313,0.31027,-1.8057,0.9205,-0.26869,0.12485,-0.57864,0.9115
23,1,23,1,1.8553,0.78559,-1.5074,-0.015791,-0.92655,-0.1025,-0.40788,0.78214,-0.62246,-0.8445,-1.5687,0.33194
2,2,2,2,1.2762,0.36669,-1.1288,0.95789,-0.49409,0.68283,0.21631,0.86416,0.93277,-0.72846,0.086214,-0.2073
8,0,19,2,0.12811,-0.9269,-0.68942,-0.49993,0.33538,0.25534,-0.20336,-0.41197,0.48271,-1.6583,-0.18965,0.96986
0,0,0,1,1.6217,-0.30983,1.474,-1.132,0.7344,-1.3296,0.22882,-0.89702,0.95104,-0.10475,1.0768,-0.45567
1,0,1,2,1.7078,0.99262,-0.14931,-0.50611,-0.84368,-0.5748,1.7559,0.1269,-0.42112,-1.9111,1.0249,1.3177
0,0,1,1,0.85073,0.94753,-0.69994,0.50241,-1.0354,-0.66837,0.70659,0.12869,-0.33617,0.62268,2.7493,0.19234
1,2,1,2,-0.99779,-1.0116,1.0204,-1.1868,-1.3121,1.3279,-1.2273,0.52499,0.45088,0.035074,-1.7766,0.98065
0,0,2,2,0.25613,1.2223,-0.66642,-0.42123,0.86468,-1.2672,0.27073,0.13619,-1.7693,-0.39976,-0.67807,-0.16963
0,1,0,1,2.2534,0.30564,-0.57166,-1.111,-0.38406,0.56311,1.3893,-2.5972,-1.519,0.96687,0.1927,0.26668
118,2,118,2,0.7397,-1.1447,-0.52042,2.3768,-0.28179,2.1641,-0.5751,-3.6444,0.93287,-0.43779,-0.35275,1.9011
83,1,83,1,1.2148,0.12397,-1.3351,-0.42374,-0.553,-0.87889,0.24075,0.71245,1.0632,-0.17796,0.83184,1.1372
23,1,23,1,1.2826,1.8271,1.0789,0.28822,2.2919,-1.7848,0.96855,-0.76991,1.0185,-0.45127,1.905,-1.6038
36,0,64,1,0.85736,0.59388,-0.5469,-0.96554,-1.5427,-0.057824,-0.39436,-0.83059,0.95684,-1.5925,-0.95767,-0.28689
40,2,40,2,0.027471,-0.33987,0.30008,1.0052,1.7404,-0.14507,-0.60973,0.80787,0.5024,1.1388,-0.41072,0.22213
6,0,6,2,1.1242,1.6283,0.6687,0.27864,-0.92283,-1.3822,0.75598,-0.94363,-0.29339,-1.8484,-1.262,0.31535
0,0,0,2,-2.2096,0.74959,-0.1388,0.80131,0.33931,1.0471,0.61166,0.8982,-0.49003,-0.92832,-0.30588,1.0625
1,0,1,2,-0.47585,1.4739,-0.49633,0.69398,0.99138,0.39805,2.4419,-1.9167,2.0138,-0.79536,1.038,0.94712
34,2,34,2,1.0348,0.43574,0.86654,1.1479,-1.2982,0.51972,-0.50129,-0.93202,-0.63162,-0.80228,0.12192,-0.037753
0,1,0,1,0.15296,-1.2735,-0.62592,0.1053,-0.97308,-1.1915,-0.48832,-0.17766,-1.1607,0.36653,-0.035517,-0.40648
36,2,36,2,0.8955,0.31333,0.73961,0.43571,1.006,-1.822,-1.1536,-0.42295,-1.3644,-0.14702,0.25329,0.056252
23,0,59,2,0.49751,1.3093,-2.3704,0.24223,-1.7526,-0.9575,0.5187,2.7031,-2.2217,-0.20443,-1.1146,2.0505
5,2,5,2,-0.069857,-1.7613,-0.43915,-1.2524,-0.21052,0.21728,1.5126,0.91161,0.54729,0.32655,0.66407,0.54178
127,0,165,2,-0.58501,0.92665,-0.62146,1.9817,-1.2254,0.17357,-0.8664,0.65791,0.89173,-1.3019,0.84092,-1.1066
1,1,1,1,-0.094006,-0.23974,0.76986,-0.76968,-2.3616,-0.74081,0.79367,0.97062,0.61857,1.2907,-0.61872,1.1093
4,1,4,1,0.29931,1.4658,-0.26747,-0.83594,-0.86559,1.1104,-2.1032,-0.43752,0.27179,-0.11251,0.20475,0.33734
17,2,17,2,-0.78971,0.0019376,-0.85442,-0.93287,0.22465,2.5325,-0.77687,0.068817,0.45441,2.4422,-1.3557,0.8126
6,2,6,2,-0.99456,0.041735,0.32287,-1.0725,-0.50794,0.45594,0.63182,0.60027,-0.0032162,0.19755,-0.54666,0.84926
18,0,27,1,0.2861,0.51487,-1.4155,0.13479,0.16164,0.2139,-1.2675,-0.4355,-1.1849,0.13904,-1.3273,0.12134
1,0,1,2,-0.005036,-1.1665,-0.38866,1.378,-0.15287,1.2998,1.571,-1.2292,-1.2125,0.45073,0.3428,-0.30653
21,1,21,1,-0.70807,-1.2406,-0.10097,-0.92891,-1.3964,-1.0643,1.6008,0.82059,0.43308,0.26242,1.1355,0.090169
9,0,20,1,0.55737,-0.39708,-0.051509,0.74049,0.27503,1.2148,0.33531,0.31584,1.0259,-0.42592,-1.1494,0.86122
90,2,90,2,-0.60454,0.50458,0.006867,1.4119,-0.35162,0.63716,0.48827,0.024824,-0.87741,-0.21436,0.98044,-0.66123
75,0,79,2,-0.73264,1.4432,-0.92015,-0.73949,1.3062,0.096731,-0.77248,0.82426,0.32019,-0.11266,0.16826,-0.59769
10,2,10,2,-1.2157,1.4178,-0.19342,-0.42058,-0.059428,-1.7851,0.22864,0.77157,-0.25715,0.0062061,-1.0837,-0.68253
6,0,20,2,-1.0393,-0.73764,0.13719,-0.77393,-0.12219,0.97934,0.89941,1.9778,1.3026,-1.0288,-0.79208,-0.0709
65,1,65,1,-0.044538,0.013554,1.2358,-0.3263,0.78783,-1.304,-0.512,0.60694,-1.0824,2.4711,0.85616,-1.067
2,0,2,1,0.84805,-0.98713,0.073723,0.65501,-0.35503,0.13907,-1.8975,-1.962,-0.78867,-1.1479,-0.49979,-1.4493
10,2,10,2,0.28856,-2.2343,0.17656,0.47678,2.1691,1.0809,-0.82504,0.25042,-0.66211,0.71195,0.87456,-0.47585
2,0,4,2,-0.061844,-2.157,0.53032,-0.53683,2.237,-0.9895,0.69581,0.51998,0.20501,-1.2852,2.7848,0.60584
0,0,29,2,-2.2184,0.012178,-1.4396,-0.25932,-1.7978,-0.83253,-0.76061,1.0338,0.50345,-1.9554,-0.043953,-0.18433
2,2,2,2,-0.84256,-0.6696,-0.90143,0.39178,-0.59456,-2.111,0.99951,1.2871,-1.0297,1.1858,-1.895,0.36761
49,0,58,1,1.167,0.69988,-0.03182,1.1197,0.28608,0.27047,-0.56155,-0.60657,1.3803,-0.57222,-0.3224,-1.0001
22,2,22,2,-0.30932,-1.3001,0.71254,0.38874,0.57855,1.328,0.7187,-1.4314,-0.23102,0.72167,-0.46533,-0.299
4,0,5,1,-0.15519,-0.83571,1.3082,-0.23446,0.74716,0.25205,-0.67943,-0.10675,-1.3732,0.38226,-1.2844,-1.9969
5,0,10,1,-0.90612,0.17619,0.98088,-1.3971,-0.075921,0.21089,1.2347,-0.58826,2.0366,-0.41156,-0.033055,0.32404
153,1,153,1,-0.32053,2.1724,1.9416,0.38584,-0.38289,0.11248,0.095731,1.0225,-1.4548,-1.0313,-0.74066,-1.1863
6,1,6,1,-0.30671,0.34634,-0.020804,-0.95011,-2.1155,0.022356,1.1961,0.27075,-0.64304,-0.60451,0.29569,-0.80077
25,1,25,1,-0.32101,-0.14411,0.37933,0.70523,-1.3265,-1.206,-0.85132,-2.3404,0.92386,-0.33733,1.3004,-1.3285
7,2,7,2,1.3867,-0.22654,0.45084,0.49539,-0.74198,1.4903,0.27363,0.47941,-0.53,-0.51768,-1.2306,0.0083255
17,2,17,2,-0.82064,-0.67562,-1.0235,0.0032901,-2.5753,0.17419,-0.020837,0.63954,-1.1848,0.6726,-0.73451,-0.054611
52,0,167,1,1.1995,0.092804,1.0352,1.5823,-0.78012,-1.1093,-0.81627,0.3622,-1.352,0.7495,-0.31434,0.60876
29,0,51,1,-1.2072,0.26043,0.56167,0.42967,1.8364,-0.16619,-0.018085,-0.54696,0.95833,0.69272,0.12452,-0.77426
0,0,1,2,0.85391,0.37338,0.90986,-1.0192,1.4672,1.3277,0.43613,-0.41278,0.84484,0.43781,0.2339,0.65859
2,0,2,1,-0.32659,0.30682,-0.37334,-0.17651,0.42997,-0.7677,0.050647,-0.80482,-0.019719,-0.3024,0.36043,-0.36865
25,0,34,2,-0.96485,-0.6073,0.12661,0.84391,1.2081,1.0479,1.9916,-0.97397,0.15783,-0.3998,-0.47797,-0.88933
3,0,3,2,-1.2622,-1.0733,-1.034,0.64941,0.96514,0.26242,-0.36666,-0.33026,0.40346,-0.74581,0.018158,1.0226
